400.284	23.61	
400.649	23.25	
401.014	21.19	
401.379	20.86	
401.743	20.12	
402.108	17.84	
402.473	17.03	
402.837	19.07	
403.202	16.01	
403.566	15.86	
403.931	15.31	
404.296	15.05	
404.66	14.56	
405.024	14.84	
405.389	15.91	
405.753	14.92	
406.118	16.13	
406.482	17.45	
406.846	18.53	
407.21	18.88	
407.575	21.77	
407.939	23.46	
408.303	23.83	
408.667	24.66	
409.031	26.02	
409.395	27.18	
409.759	29.36	
410.123	30.69	
410.487	31.31	
410.851	31.84	
411.215	32.69	
411.579	34.52	
411.943	34.58	
412.307	34.14	
412.671	35.09	
413.035	34.91	
413.398	35.25	
413.762	35.15	
414.126	35.9	
414.489	35.91	
414.853	35.1	
415.217	35.18	
415.58	34.83	
415.944	34.09	
416.307	33.4	
416.671	32.21	
417.034	31.7	
417.397	31.34	
417.761	29.76	
418.124	27.9	
418.488	27.32	
418.851	25.92	
419.214	23.75	
419.577	22.15	
419.941	20.82	
420.304	20.53	
420.667	19.77	
421.03	18.72	
421.393	18.25	
421.756	18.94	
422.119	18.51	
422.482	19.48	
422.845	20.45	
423.208	21.91	
423.571	24.27	
423.934	25.73	
424.297	27.31	
424.659	29.34	
425.022	31.34	
425.385	33.39	
425.748	34.35	
426.11	36.76	
426.473	38.7	
426.836	39.82	
427.198	40.79	
427.561	42.19	
427.923	43.8	
428.286	43.87	
428.648	44.94	
429.011	45.62	
429.373	46.05	
429.735	46.92	
430.098	47.51	
430.46	47.2	
430.822	47.25	
431.185	47.14	
431.547	46.98	
431.909	47.2	
432.271	46.08	
432.633	45.96	
432.995	44.82	
433.357	45.09	
433.719	44.23	
434.081	43	
434.443	41.77	
434.805	40.4	
435.167	39.99	
435.529	39.19	
435.891	39.12	
436.253	39.65	
436.615	39.97	
436.976	41.92	
437.338	42.77	
437.7	44.64	
438.061	45.76	
438.423	48.02	
438.785	50.53	
439.146	51.27	
439.508	52.74	
439.869	53.75	
440.231	55.34	
440.592	56.74	
440.954	57.05	
441.315	57.77	
441.676	58.37	
442.038	58.46	
442.399	59.31	
442.76	59.31	
443.121	60.09	
443.482	60.26	
443.844	60.37	
444.205	60.54	
444.566	60.74	
444.927	61.23	
445.288	61.52	
445.649	61.46	
446.01	61.57	
446.371	61.77	
446.732	62.01	
447.093	61.95	
447.453	62.53	
447.814	62.51	
448.175	62.85	
448.536	62.02	
448.897	62.36	
449.257	62.49	
449.618	62.39	
449.979	63.18	
450.339	63.06	
450.7	62.64	
451.06	63.15	
451.421	62.89	
451.781	62.92	
452.142	62.28	
452.502	62.59	
452.862	62.99	
453.223	63.13	
453.583	63.2	
453.943	63.15	
454.303	62.63	
454.664	63.1	
455.024	63.51	
455.384	63.93	
455.744	63.79	
456.104	64.1	
456.464	63.69	
456.824	63.29	
457.184	63.4	
457.544	63.68	
457.904	63.7	
458.264	63.77	
458.624	63.63	
458.984	63.31	
459.344	63.86	
459.703	64.05	
460.063	63.53	
460.423	63.93	
460.782	63.52	
461.142	63.83	
461.502	63.98	
461.861	63.82	
462.221	63.75	
462.58	63.68	
462.94	63.71	
463.299	63.91	
463.659	64.05	
464.018	64.25	
464.377	64.15	
464.737	64.06	
465.096	63.88	
465.455	63.95	
465.814	64.52	
466.174	64.35	
466.533	63.96	
466.892	64.28	
467.251	64.22	
467.61	63.95	
467.969	64	
468.328	64.06	
468.687	64.34	
469.046	64.28	
469.405	63.95	
469.764	64.5	
470.122	64.07	
470.481	64.56	
470.84	64.34	
471.199	64.18	
471.557	64.38	
471.916	64.19	
472.275	64.65	
472.633	64.33	
472.992	64.43	
473.35	64.17	
473.709	63.98	
474.067	64.64	
474.426	64.41	
474.784	64.88	
475.143	64.99	
475.501	64.64	
475.859	64.43	
476.218	64.29	
476.576	64.9	
476.934	64.72	
477.292	64.82	
477.65	64.53	
478.008	64.62	
478.367	64.75	
478.725	64.74	
479.083	64.07	
479.441	64.39	
479.799	64.85	
480.156	65.07	
480.514	64.81	
480.872	64.77	
481.23	64.59	
481.588	64.66	
481.946	64.98	
482.303	64.84	
482.661	65.05	
483.019	64.89	
