400.284	20.48	
400.649	21.84	
401.014	21.55	
401.379	21.05	
401.743	21.79	
402.108	21.27	
402.473	20.39	
402.837	22.72	
403.202	21.69	
403.566	21.25	
403.931	20.67	
404.296	21.09	
404.66	19.17	
405.024	20.11	
405.389	19.87	
405.753	18.49	
406.118	17.78	
406.482	16.27	
406.846	15.8	
407.21	14.47	
407.575	14.59	
407.939	14.28	
408.303	13.22	
408.667	11.64	
409.031	10.63	
409.395	10.18	
409.759	9.11	
410.123	9.41	
410.487	8.54	
410.851	7.76	
411.215	8.55	
411.579	9.21	
411.943	8.64	
412.307	8.51	
412.671	9.4	
413.035	10	
413.398	9.84	
413.762	11.46	
414.126	12.79	
414.489	12.14	
414.853	13.79	
415.217	15.43	
415.58	16.19	
415.944	17.33	
416.307	17.9	
416.671	18.5	
417.034	19.32	
417.397	21.05	
417.761	22.12	
418.124	22.61	
418.488	23.49	
418.851	24.05	
419.214	24.4	
419.577	24.85	
419.941	25.36	
420.304	26.72	
420.667	26.58	
421.03	26.61	
421.393	25.72	
421.756	26.51	
422.119	26.45	
422.482	25.72	
422.845	25.26	
423.208	25.29	
423.571	24.5	
423.934	24.6	
424.297	23.57	
424.659	22.81	
425.022	21.66	
425.385	20.96	
425.748	19.82	
426.11	19.21	
426.473	18.12	
426.836	17.95	
427.198	16.05	
427.561	15.24	
427.923	14.6	
428.286	13.39	
428.648	12.82	
429.011	12.58	
429.373	11.38	
429.735	11.29	
430.098	10.8	
430.46	10.66	
430.822	10.49	
431.185	10.85	
431.547	10.86	
431.909	11.47	
432.271	12.47	
432.633	13.28	
432.995	13.94	
433.357	14.79	
433.719	16.59	
434.081	17.2	
434.443	19.01	
434.805	20.32	
435.167	21.36	
435.529	23.24	
435.891	24.37	
436.253	26.13	
436.615	27.38	
436.976	28.47	
437.338	29.93	
437.7	30.87	
438.061	31.79	
438.423	32.7	
438.785	34.13	
439.146	34.93	
439.508	34.86	
439.869	36.06	
440.231	36.5	
440.592	37.45	
440.954	37.7	
441.315	37.83	
441.676	38.06	
442.038	37.39	
442.399	38.07	
442.76	38.19	
443.121	36.82	
